---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| image                                                        | #spots | #spots_no_ice | total_intensity | d_min | d_min (distl method 1) | d_min (distl method 2) | #indexed | fraction_indexed |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00165.cbf | 19     | 14            | 89794           | 1.66  | 2.32                   | 2.17                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00166.cbf | 21     | 18            | 41260           | 1.66  | 2.54                   | 3.19                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00167.cbf | 12     | 7             | 1034777         |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00168.cbf | 28     | 20            | 12069           | 1.91  | 2.54                   | 2.98                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00169.cbf | 16     | 8             | 350014          |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00170.cbf | 17     | 10            | 36985           |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00171.cbf | 18     | 14            | 6545            | 1.66  | 2.46                   | 2.25                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00172.cbf | 98     | 91            | 37943           | 2.26  | 3.00                   | 3.33                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00173.cbf | 207    | 184           | 64316           | 2.23  | 3.08                   | 2.84                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00174.cbf | 20     | 19            | 4039            | 2.93  | 3.99                   | 3.12                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00175.cbf | 84     | 69            | 105991          | 1.85  | 2.22                   | 1.92                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00176.cbf | 21     | 19            | 8407            | 2.39  | 3.52                   | 3.10                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00177.cbf | 13     | 8             | 1965            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00178.cbf | 9      | 6             | 1282            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00179.cbf | 7      | 4             | 413             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00180.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
