---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| image                                                        | #spots | #spots_no_ice | total_intensity | d_min | d_min (distl method 1) | d_min (distl method 2) | #indexed | fraction_indexed |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00159.cbf | 43     | 42            | 34002           | 2.37  | 3.44                   | 2.81                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00160.cbf | 19     | 15            | 34207           | 1.89  | 3.06                   | 2.74                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00161.cbf | 1      | 1             | 340             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00162.cbf | 3      | 3             | 1528            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00163.cbf | 41     | 39            | 27095           | 2.57  | 3.31                   | 2.45                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00164.cbf | 40     | 40            | 20948           | 2.48  | 3.41                   | 3.23                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00165.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00166.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00167.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00168.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00169.cbf | 1      | 1             | 133             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00170.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00171.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00172.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00173.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00174.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00175.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00176.cbf | 0      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00177.cbf | 32     | 29            | 69881           | 1.99  | 2.35                   | 2.22                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00178.cbf | 36     | 33            | 28087           | 2.34  | 2.68                   | 2.35                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00179.cbf | 43     | 40            | 27458           | 2.33  | 2.91                   | 2.37                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/df/lusaka/lusaka0017_00180.cbf | 47     | 41            | 28275           | 2.03  | 2.68                   | 2.23                   | 0        | 0.00             |
